IPK,Semester,Jurusan,Pernah_Mengulang,Pendapatan_Orang_Tua,Pekerjaan_Orang_Tua,Jumlah_Tanggungan,Status_Tempat_Tinggal,Asal_Daerah,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Pengalaman_Magang,Skor_Motivasi_Tertulis,Surat_Rekomendasi,Pernah_Mendapat_Beasiswa,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Pernah_Melawan_Hukum,Jenis_Kelamin,Skor_Literasi_Finansial,Status_Kelayakan,Jumlah_Beasiswa_Per_Semester
3.52,5,pendidikan,tidak,9532506,karyawan swasta,2,menumpang,pedesaan,tidak,4,tidak,89,ada,ya,79,15,tidak,laki-laki,42,tidak layak,0
3.26,2,ekonomi,tidak,1579981,petani,2,milik sendiri,perkotaan,ya,3,tidak,80,ada,ya,80,7,tidak,laki-laki,90,layak,3512127
2.97,5,hukum,tidak,3364474,wirausaha,3,milik sendiri,perkotaan,ya,5,ya,53,tidak,ya,61,7,tidak,perempuan,1,tidak layak,0
3.02,2,manajemen,tidak,5701002,pegawai negeri,3,milik sendiri,pedesaan,tidak,2,ya,92,ada,ya,94,8,tidak,perempuan,0,tidak layak,0
2.88,5,pertanian,tidak,2024400,petani,6,menumpang,pedesaan,tidak,2,tidak,67,ada,tidak,56,9,tidak,laki-laki,79,tidak layak,0
2.78,2,kedokteran,tidak,5867350,pegawai negeri,6,milik sendiri,pedesaan,ya,0,tidak,89,ada,ya,74,2,tidak,laki-laki,3,tidak layak,0
3.18,4,pendidikan,tidak,4982331,pedagang,6,menumpang,pedesaan,ya,5,tidak,65,tidak,tidak,95,12,tidak,perempuan,76,tidak layak,0
3.33,3,hukum,tidak,4421299,pedagang,5,kontrak,3t,ya,0,tidak,84,ada,ya,89,7,tidak,perempuan,16,layak,4352523
3.86,3,sastra,ya,7624274,wirausaha,2,menumpang,perkotaan,ya,1,ya,69,ada,ya,66,6,tidak,laki-laki,94,tidak layak,0
2.76,7,ekonomi,tidak,4768154,wirausaha,1,menumpang,pedesaan,tidak,2,ya,65,ada,tidak,89,4,tidak,perempuan,2,tidak layak,0
2.61,8,sastra,tidak,864214,buruh,3,milik sendiri,perkotaan,tidak,5,tidak,83,tidak,tidak,80,20,tidak,laki-laki,72,layak,5581264
3.1,7,sastra,tidak,5914274,buruh,1,kontrak,pedesaan,ya,3,ya,85,ada,ya,52,18,tidak,perempuan,35,layak,3143990
2.53,8,kedokteran,tidak,5278183,wirausaha,6,menumpang,perkotaan,tidak,4,tidak,77,tidak,tidak,79,0,tidak,laki-laki,58,tidak layak,0
3.32,1,ekonomi,tidak,1926122,tidak bekerja,3,menumpang,pedesaan,ya,0,tidak,63,tidak,tidak,56,10,tidak,perempuan,53,tidak layak,0
3.16,7,pendidikan,ya,6182552,petani,5,menumpang,pedesaan,tidak,5,ya,81,tidak,tidak,86,5,tidak,laki-laki,47,tidak layak,0
3.26,7,pendidikan,ya,5168073,pegawai negeri,1,menumpang,pedesaan,ya,5,tidak,64,tidak,tidak,69,1,tidak,perempuan,22,tidak layak,0
3.54,7,manajemen,tidak,9510361,buruh,2,kontrak,perkotaan,ya,0,tidak,71,ada,ya,84,10,tidak,perempuan,54,tidak layak,0
3.87,8,pertanian,tidak,6809035,tidak bekerja,4,milik sendiri,perkotaan,ya,3,ya,62,tidak,ya,66,9,tidak,laki-laki,80,tidak layak,0
2.82,5,ekonomi,tidak,6833733,wirausaha,6,menumpang,pedesaan,ya,0,tidak,59,ada,ya,73,14,tidak,laki-laki,61,tidak layak,0
2.75,1,pertanian,tidak,2580909,karyawan swasta,3,kontrak,perkotaan,ya,3,ya,76,ada,tidak,65,12,tidak,perempuan,89,layak,2345108
3.4,8,pertanian,tidak,8818064,tidak bekerja,3,menumpang,pedesaan,ya,1,tidak,82,tidak,ya,87,11,tidak,perempuan,95,tidak layak,0
3.87,8,pendidikan,ya,1980872,petani,3,kontrak,perkotaan,tidak,1,ya,87,ada,ya,91,1,tidak,perempuan,94,layak,2280994
3.58,7,pendidikan,tidak,8993308,pedagang,2,menumpang,pedesaan,ya,1,tidak,71,tidak,tidak,65,10,tidak,laki-laki,86,tidak layak,0
3.18,3,ekonomi,tidak,1035053,wirausaha,6,menumpang,perkotaan,tidak,0,ya,51,ada,ya,53,7,tidak,perempuan,53,tidak layak,0
3.5,2,manajemen,tidak,8919884,buruh,5,menumpang,pedesaan,ya,0,ya,56,tidak,ya,97,14,tidak,perempuan,51,tidak layak,0
2.46,7,hukum,tidak,765461,wirausaha,3,menumpang,3t,ya,4,tidak,51,ada,tidak,95,5,tidak,laki-laki,0,tidak layak,0
3.55,3,hukum,tidak,5294469,tidak bekerja,1,kontrak,pedesaan,ya,1,tidak,77,ada,ya,54,8,tidak,laki-laki,27,layak,2740205
3.6,7,ekonomi,ya,8629458,pegawai negeri,4,milik sendiri,pedesaan,ya,0,ya,96,tidak,ya,66,14,tidak,perempuan,16,tidak layak,0
2.98,1,kedokteran,tidak,4903274,pegawai negeri,1,milik sendiri,perkotaan,tidak,5,ya,96,ada,tidak,91,7,tidak,laki-laki,68,tidak layak,0
3.42,7,ekonomi,tidak,8836608,karyawan swasta,3,milik sendiri,pedesaan,tidak,2,ya,93,ada,ya,59,11,tidak,laki-laki,34,tidak layak,0
3.33,5,manajemen,tidak,9794587,karyawan swasta,3,kontrak,perkotaan,tidak,0,ya,72,ada,ya,84,6,tidak,laki-laki,75,tidak layak,0
3.94,4,sastra,tidak,2038468,buruh,6,milik sendiri,perkotaan,tidak,4,ya,66,tidak,ya,66,4,tidak,laki-laki,39,tidak layak,0
3.16,3,manajemen,tidak,6707157,buruh,4,menumpang,perkotaan,tidak,0,tidak,97,ada,ya,54,16,tidak,perempuan,24,tidak layak,0
3.1,5,manajemen,tidak,5461407,wirausaha,4,milik sendiri,3t,ya,5,ya,62,ada,ya,70,7,ya,laki-laki,39,tidak layak,0
3.22,5,teknik informatika,tidak,9439302,petani,6,menumpang,3t,ya,5,tidak,89,tidak,tidak,70,14,tidak,perempuan,30,tidak layak,0
3.51,5,pendidikan,tidak,5593157,petani,5,menumpang,perkotaan,ya,0,ya,89,tidak,tidak,59,1,tidak,laki-laki,79,layak,2863848
2.96,1,ekonomi,tidak,6916366,wirausaha,4,menumpang,perkotaan,ya,5,tidak,90,ada,ya,92,8,tidak,laki-laki,51,tidak layak,0
2.74,2,teknik informatika,ya,4365379,pedagang,6,menumpang,perkotaan,tidak,5,ya,58,ada,tidak,53,6,tidak,laki-laki,5,tidak layak,0
3.34,8,sastra,tidak,8776968,wirausaha,2,kontrak,perkotaan,ya,0,ya,72,ada,tidak,71,5,tidak,laki-laki,42,tidak layak,0
3.43,1,hukum,tidak,9157185,karyawan swasta,1,kontrak,3t,ya,1,tidak,61,tidak,ya,76,11,tidak,perempuan,33,tidak layak,0
2.78,8,ekonomi,tidak,6222127,petani,6,menumpang,3t,tidak,5,tidak,96,tidak,tidak,75,8,tidak,laki-laki,49,tidak layak,0
2.64,6,pendidikan,tidak,2757160,pedagang,5,menumpang,pedesaan,ya,4,tidak,74,tidak,tidak,94,19,tidak,laki-laki,9,tidak layak,0
3.24,4,ekonomi,tidak,1380247,karyawan swasta,6,milik sendiri,perkotaan,ya,4,ya,55,ada,ya,85,12,ya,perempuan,61,tidak layak,0
3.97,5,pertanian,tidak,1836162,tidak bekerja,5,menumpang,3t,ya,1,ya,98,tidak,tidak,96,7,tidak,perempuan,39,layak,2615873
2.89,2,sastra,tidak,9951575,wirausaha,1,kontrak,pedesaan,ya,4,ya,72,ada,tidak,80,6,tidak,perempuan,93,tidak layak,0
2.37,4,hukum,tidak,7107592,karyawan swasta,1,menumpang,pedesaan,ya,4,tidak,90,tidak,tidak,74,4,tidak,laki-laki,47,tidak layak,0
3.21,3,hukum,tidak,3264040,wirausaha,5,milik sendiri,perkotaan,ya,1,ya,73,ada,ya,77,16,tidak,perempuan,68,tidak layak,0
3.86,5,ekonomi,tidak,7370340,wirausaha,4,menumpang,3t,tidak,2,ya,85,ada,tidak,67,8,tidak,perempuan,42,tidak layak,0
3.16,2,sastra,tidak,6972175,wirausaha,2,kontrak,pedesaan,tidak,5,tidak,100,tidak,tidak,66,10,tidak,perempuan,45,tidak layak,0
2.56,6,manajemen,tidak,7812018,pegawai negeri,1,menumpang,pedesaan,ya,3,ya,96,ada,ya,86,6,tidak,laki-laki,7,tidak layak,0
3.0,2,ekonomi,tidak,1131480,petani,6,kontrak,pedesaan,tidak,1,ya,67,ada,ya,83,8,tidak,laki-laki,39,tidak layak,0
3.45,3,pertanian,tidak,9782786,petani,5,menumpang,pedesaan,ya,5,tidak,55,ada,tidak,50,6,tidak,perempuan,70,layak,2042010
2.81,2,pendidikan,tidak,7859050,wirausaha,2,kontrak,perkotaan,ya,3,tidak,81,ada,tidak,70,8,tidak,laki-laki,44,tidak layak,0
3.28,4,hukum,tidak,1186236,buruh,4,kontrak,perkotaan,tidak,3,tidak,58,tidak,ya,53,20,tidak,laki-laki,50,tidak layak,0
3.17,5,manajemen,ya,3069548,wirausaha,5,kontrak,pedesaan,tidak,5,ya,82,tidak,ya,60,2,tidak,perempuan,41,tidak layak,0
2.97,4,kedokteran,tidak,8840414,karyawan swasta,3,kontrak,pedesaan,ya,1,ya,76,tidak,ya,88,11,tidak,perempuan,36,tidak layak,0
2.63,5,sastra,ya,5647567,buruh,2,kontrak,pedesaan,ya,2,tidak,61,ada,tidak,92,18,tidak,perempuan,56,tidak layak,0
3.09,7,pendidikan,tidak,5855946,buruh,1,kontrak,3t,ya,5,tidak,91,ada,tidak,64,13,tidak,perempuan,13,layak,4820968
2.87,7,hukum,tidak,544843,tidak bekerja,5,kontrak,perkotaan,tidak,0,tidak,94,ada,tidak,57,11,tidak,perempuan,59,tidak layak,0
2.63,8,hukum,ya,6628421,karyawan swasta,5,kontrak,pedesaan,ya,2,ya,96,tidak,tidak,56,12,tidak,perempuan,59,tidak layak,0
3.11,2,ekonomi,tidak,3106910,tidak bekerja,5,kontrak,perkotaan,ya,1,tidak,65,ada,tidak,78,0,tidak,perempuan,13,tidak layak,0
2.55,5,ekonomi,tidak,7958954,wirausaha,6,milik sendiri,pedesaan,tidak,5,tidak,96,ada,tidak,57,17,tidak,perempuan,73,tidak layak,0
3.32,6,teknik informatika,tidak,4136496,karyawan swasta,3,kontrak,perkotaan,ya,0,tidak,62,tidak,ya,51,2,tidak,laki-laki,84,tidak layak,0
3.16,1,manajemen,tidak,1091663,karyawan swasta,4,menumpang,perkotaan,ya,0,tidak,77,ada,tidak,70,3,tidak,laki-laki,14,layak,5063228
3.29,4,sastra,tidak,4084136,pedagang,3,milik sendiri,perkotaan,tidak,0,ya,53,tidak,tidak,60,15,tidak,laki-laki,55,tidak layak,0
2.8,7,kedokteran,tidak,7446545,karyawan swasta,1,menumpang,pedesaan,tidak,1,tidak,92,ada,ya,79,7,tidak,perempuan,46,tidak layak,0
3.04,3,ekonomi,tidak,9117888,pedagang,3,milik sendiri,perkotaan,tidak,1,tidak,80,tidak,ya,59,16,tidak,perempuan,54,tidak layak,0
2.89,2,manajemen,tidak,2654572,pedagang,2,milik sendiri,pedesaan,tidak,2,tidak,74,ada,ya,87,15,tidak,laki-laki,42,tidak layak,0
3.43,5,ekonomi,tidak,5843093,karyawan swasta,3,menumpang,perkotaan,ya,2,tidak,61,tidak,tidak,67,9,tidak,laki-laki,66,tidak layak,0
2.92,2,pendidikan,ya,6909677,karyawan swasta,2,menumpang,perkotaan,tidak,1,ya,85,ada,ya,78,13,tidak,laki-laki,68,tidak layak,0
3.05,5,pertanian,tidak,4864941,karyawan swasta,6,milik sendiri,3t,tidak,2,tidak,65,ada,ya,70,8,tidak,laki-laki,14,tidak layak,0
2.4,3,pertanian,ya,3973870,karyawan swasta,1,milik sendiri,3t,ya,3,tidak,79,tidak,ya,96,18,ya,perempuan,84,tidak layak,0
3.08,8,ekonomi,ya,9617797,pedagang,4,kontrak,3t,tidak,0,tidak,91,tidak,ya,90,13,tidak,laki-laki,63,tidak layak,0
3.06,3,teknik informatika,tidak,9283755,tidak bekerja,5,kontrak,pedesaan,tidak,0,tidak,86,ada,ya,64,5,tidak,perempuan,83,tidak layak,0
3.0,8,teknik informatika,tidak,2692587,pegawai negeri,6,milik sendiri,perkotaan,ya,5,ya,85,ada,tidak,85,18,tidak,perempuan,69,layak,3192872
3.13,7,pertanian,tidak,8257307,pegawai negeri,2,milik sendiri,perkotaan,tidak,0,tidak,90,tidak,ya,99,10,tidak,perempuan,0,tidak layak,0
3.69,2,teknik informatika,tidak,8026838,pedagang,3,milik sendiri,pedesaan,ya,2,ya,63,tidak,ya,51,5,tidak,perempuan,6,tidak layak,0
2.79,2,hukum,tidak,4602758,pedagang,1,menumpang,pedesaan,ya,5,tidak,80,ada,ya,71,19,tidak,perempuan,63,layak,2683217
2.6,8,teknik informatika,ya,6294845,karyawan swasta,5,kontrak,perkotaan,tidak,2,ya,66,tidak,ya,71,2,tidak,perempuan,69,tidak layak,0
2.89,4,pendidikan,tidak,8019850,karyawan swasta,5,kontrak,3t,ya,3,tidak,92,tidak,ya,50,12,tidak,perempuan,41,tidak layak,0
3.08,8,kedokteran,tidak,8425877,tidak bekerja,2,milik sendiri,pedesaan,ya,4,tidak,97,tidak,tidak,98,15,tidak,perempuan,43,tidak layak,0
3.74,2,teknik informatika,tidak,5212823,buruh,1,menumpang,pedesaan,tidak,3,tidak,63,ada,ya,72,12,ya,perempuan,37,tidak layak,0
3.66,3,pertanian,ya,6537761,tidak bekerja,5,menumpang,perkotaan,tidak,3,tidak,56,ada,ya,80,18,tidak,perempuan,57,tidak layak,0
2.89,6,sastra,tidak,6390368,karyawan swasta,3,kontrak,3t,ya,3,ya,74,ada,tidak,82,10,tidak,laki-laki,97,tidak layak,0
3.1,4,teknik informatika,tidak,4825520,wirausaha,4,menumpang,perkotaan,tidak,0,tidak,74,ada,tidak,54,6,tidak,perempuan,100,tidak layak,0
2.44,8,teknik informatika,tidak,7929946,karyawan swasta,4,kontrak,pedesaan,ya,5,ya,86,tidak,ya,74,7,tidak,laki-laki,95,tidak layak,0
2.96,8,manajemen,tidak,1932757,petani,4,milik sendiri,perkotaan,ya,4,tidak,61,ada,ya,76,17,tidak,laki-laki,36,layak,3692118
3.15,3,kedokteran,ya,4557676,petani,2,milik sendiri,perkotaan,tidak,2,ya,51,tidak,ya,74,18,tidak,perempuan,90,tidak layak,0
2.91,4,teknik informatika,tidak,6267836,wirausaha,2,milik sendiri,pedesaan,ya,3,ya,58,tidak,ya,58,16,tidak,perempuan,91,tidak layak,0
3.26,1,pendidikan,tidak,7950197,karyawan swasta,3,milik sendiri,pedesaan,tidak,3,tidak,77,tidak,tidak,51,5,ya,laki-laki,21,tidak layak,0
3.18,2,kedokteran,tidak,8562053,petani,1,menumpang,perkotaan,tidak,4,tidak,76,ada,ya,84,15,tidak,perempuan,20,tidak layak,0
3.15,8,kedokteran,tidak,1779911,pegawai negeri,2,kontrak,pedesaan,tidak,1,tidak,57,tidak,tidak,69,9,tidak,laki-laki,30,tidak layak,0
3.64,4,hukum,tidak,8998639,petani,4,milik sendiri,3t,ya,0,ya,81,tidak,tidak,93,2,tidak,laki-laki,18,tidak layak,0
3.18,3,teknik informatika,ya,8705709,pegawai negeri,3,kontrak,perkotaan,ya,2,tidak,89,ada,ya,53,8,tidak,laki-laki,59,tidak layak,0
3.65,6,teknik informatika,tidak,6464496,pedagang,4,menumpang,perkotaan,ya,2,ya,53,ada,tidak,53,15,tidak,perempuan,37,tidak layak,0
3.1,4,kedokteran,ya,6748893,buruh,4,milik sendiri,perkotaan,tidak,1,ya,95,ada,tidak,53,2,tidak,perempuan,57,tidak layak,0
3.33,3,kedokteran,ya,8644106,petani,3,menumpang,perkotaan,ya,5,ya,90,tidak,ya,56,11,ya,laki-laki,72,tidak layak,0
3.66,7,pertanian,tidak,8609893,wirausaha,2,milik sendiri,perkotaan,ya,4,ya,57,ada,tidak,58,7,tidak,laki-laki,72,layak,5774565
3.16,1,sastra,tidak,3816925,tidak bekerja,4,menumpang,pedesaan,ya,0,ya,90,tidak,tidak,57,2,tidak,laki-laki,77,tidak layak,0
3.04,8,manajemen,tidak,3266121,petani,4,kontrak,perkotaan,ya,5,tidak,100,tidak,ya,69,17,tidak,laki-laki,74,layak,5456487
2.91,3,ekonomi,ya,1837621,buruh,5,milik sendiri,perkotaan,ya,5,tidak,100,tidak,tidak,65,20,tidak,perempuan,61,tidak layak,0
3.38,3,sastra,tidak,5629073,pedagang,6,kontrak,perkotaan,tidak,3,tidak,60,tidak,tidak,80,3,tidak,perempuan,96,tidak layak,0
3.16,1,teknik informatika,tidak,659111,buruh,1,kontrak,perkotaan,ya,3,tidak,68,ada,tidak,74,4,tidak,perempuan,76,layak,3290081
3.59,1,kedokteran,tidak,4374343,petani,5,milik sendiri,perkotaan,ya,5,tidak,56,tidak,ya,79,7,tidak,laki-laki,96,layak,5859722
2.81,3,hukum,tidak,1604504,pegawai negeri,4,kontrak,pedesaan,tidak,0,tidak,90,ada,tidak,58,19,tidak,laki-laki,42,tidak layak,0
3.59,5,pertanian,tidak,3244482,pedagang,5,menumpang,perkotaan,tidak,5,tidak,89,tidak,tidak,94,15,tidak,laki-laki,45,tidak layak,0
3.16,4,teknik informatika,tidak,3287770,karyawan swasta,2,menumpang,pedesaan,tidak,1,tidak,50,ada,ya,59,19,tidak,laki-laki,90,tidak layak,0
2.76,1,ekonomi,tidak,8104820,karyawan swasta,1,menumpang,pedesaan,ya,4,tidak,97,tidak,tidak,66,1,tidak,perempuan,22,tidak layak,0
3.36,4,manajemen,tidak,8766290,buruh,2,menumpang,perkotaan,ya,3,tidak,73,tidak,ya,89,6,tidak,laki-laki,87,tidak layak,0
3.31,7,teknik informatika,tidak,4056965,wirausaha,6,menumpang,perkotaan,tidak,5,ya,82,tidak,ya,71,14,tidak,laki-laki,28,tidak layak,0
3.64,4,teknik informatika,tidak,4399754,pegawai negeri,3,milik sendiri,perkotaan,tidak,1,ya,64,tidak,tidak,56,5,tidak,perempuan,32,tidak layak,0
2.57,1,pendidikan,ya,8194639,pedagang,1,milik sendiri,pedesaan,ya,0,ya,58,ada,ya,70,3,tidak,perempuan,90,tidak layak,0
2.54,2,pendidikan,tidak,5940283,buruh,4,milik sendiri,perkotaan,tidak,2,tidak,94,ada,tidak,59,4,tidak,perempuan,43,tidak layak,0
3.44,7,sastra,ya,3121766,pegawai negeri,3,milik sendiri,3t,ya,0,tidak,99,ada,ya,65,11,tidak,perempuan,91,layak,3872453
2.88,5,sastra,tidak,1647253,buruh,6,kontrak,3t,tidak,2,ya,57,tidak,tidak,64,5,tidak,laki-laki,35,tidak layak,0
3.26,7,kedokteran,ya,7723988,petani,6,kontrak,3t,tidak,5,tidak,84,tidak,tidak,65,10,tidak,laki-laki,58,tidak layak,0
2.86,7,manajemen,tidak,5351329,pedagang,1,kontrak,perkotaan,tidak,4,tidak,92,tidak,tidak,79,2,tidak,laki-laki,88,tidak layak,0
2.75,7,teknik informatika,tidak,8975621,petani,6,menumpang,3t,ya,2,tidak,76,ada,ya,96,6,tidak,perempuan,65,tidak layak,0
3.52,2,kedokteran,ya,7055515,wirausaha,1,kontrak,perkotaan,ya,0,tidak,82,tidak,tidak,55,16,tidak,perempuan,53,tidak layak,0
2.46,1,pendidikan,tidak,6905699,pegawai negeri,4,menumpang,pedesaan,ya,3,ya,52,ada,tidak,59,15,tidak,laki-laki,92,tidak layak,0
3.21,5,pendidikan,tidak,9704395,pedagang,4,kontrak,perkotaan,ya,3,ya,52,tidak,tidak,83,16,tidak,perempuan,47,tidak layak,0
3.33,2,pendidikan,tidak,2194100,petani,4,kontrak,pedesaan,ya,5,tidak,73,tidak,ya,69,7,tidak,laki-laki,64,tidak layak,0
2.48,1,pertanian,tidak,2958695,petani,6,milik sendiri,3t,ya,2,tidak,98,ada,ya,99,15,tidak,perempuan,30,layak,2154589
4.0,4,manajemen,tidak,9848424,karyawan swasta,1,menumpang,perkotaan,tidak,0,ya,85,tidak,ya,50,3,tidak,laki-laki,17,tidak layak,0
3.71,8,hukum,tidak,2134045,karyawan swasta,2,milik sendiri,pedesaan,tidak,2,ya,64,ada,ya,51,18,tidak,laki-laki,40,layak,3320270
2.96,5,kedokteran,tidak,8749669,wirausaha,6,kontrak,3t,tidak,4,tidak,76,tidak,tidak,76,12,tidak,perempuan,88,tidak layak,0
3.77,4,pendidikan,ya,6834944,pedagang,2,kontrak,3t,tidak,5,tidak,50,ada,ya,65,1,tidak,perempuan,4,tidak layak,0
3.06,6,ekonomi,tidak,8076723,tidak bekerja,1,milik sendiri,pedesaan,tidak,4,tidak,52,tidak,ya,83,20,tidak,laki-laki,43,tidak layak,0
2.96,2,ekonomi,tidak,1228878,wirausaha,5,milik sendiri,perkotaan,ya,1,tidak,85,tidak,tidak,81,20,tidak,perempuan,24,tidak layak,0
3.48,7,manajemen,tidak,8446282,karyawan swasta,5,kontrak,perkotaan,tidak,2,ya,59,ada,ya,60,8,tidak,laki-laki,32,tidak layak,0
3.44,2,sastra,tidak,4669748,wirausaha,5,kontrak,3t,ya,2,tidak,100,ada,ya,56,18,tidak,laki-laki,93,layak,4645166
2.87,7,hukum,tidak,8657115,karyawan swasta,5,menumpang,perkotaan,ya,0,tidak,64,tidak,ya,67,2,tidak,laki-laki,66,tidak layak,0
3.77,2,manajemen,tidak,9934884,wirausaha,1,kontrak,3t,tidak,0,tidak,64,ada,tidak,90,3,tidak,laki-laki,39,tidak layak,0
3.05,5,pertanian,ya,6559233,karyawan swasta,1,menumpang,perkotaan,tidak,3,tidak,68,tidak,ya,54,0,tidak,perempuan,45,tidak layak,0
3.42,7,sastra,tidak,2599555,tidak bekerja,2,kontrak,pedesaan,tidak,4,ya,53,tidak,tidak,51,7,tidak,perempuan,33,tidak layak,0
2.44,5,pertanian,ya,4353231,pedagang,5,milik sendiri,perkotaan,ya,4,ya,61,tidak,tidak,54,0,tidak,laki-laki,28,tidak layak,0
2.96,3,ekonomi,tidak,8065186,pegawai negeri,2,milik sendiri,perkotaan,ya,2,tidak,75,ada,ya,93,1,tidak,perempuan,82,tidak layak,0
3.15,6,sastra,tidak,2087478,pedagang,3,milik sendiri,pedesaan,ya,2,ya,67,tidak,tidak,83,12,tidak,perempuan,71,layak,5175683
2.99,5,sastra,tidak,8339944,petani,6,milik sendiri,pedesaan,ya,0,tidak,79,tidak,ya,98,2,tidak,laki-laki,83,tidak layak,0
2.39,8,pendidikan,tidak,5699969,buruh,2,milik sendiri,perkotaan,tidak,3,tidak,57,ada,tidak,56,18,tidak,perempuan,6,tidak layak,0
3.16,1,sastra,tidak,3355837,petani,3,kontrak,pedesaan,tidak,2,ya,87,tidak,tidak,67,7,tidak,perempuan,84,tidak layak,0
3.17,7,pendidikan,tidak,3213858,pedagang,5,milik sendiri,pedesaan,tidak,1,tidak,73,ada,ya,98,1,tidak,laki-laki,49,tidak layak,0
3.35,7,pendidikan,tidak,6974609,wirausaha,1,menumpang,perkotaan,tidak,3,ya,79,ada,tidak,98,13,tidak,laki-laki,34,tidak layak,0
3.59,2,kedokteran,tidak,3868163,tidak bekerja,1,kontrak,perkotaan,ya,0,tidak,73,tidak,ya,80,7,tidak,perempuan,77,tidak layak,0
3.8,3,manajemen,tidak,2537343,karyawan swasta,2,kontrak,3t,tidak,4,tidak,62,tidak,tidak,75,9,tidak,perempuan,1,tidak layak,0
3.14,3,pendidikan,tidak,1418727,pegawai negeri,1,menumpang,perkotaan,ya,0,ya,92,ada,ya,92,1,tidak,perempuan,54,layak,2619075
3.68,7,manajemen,tidak,8212035,pedagang,5,kontrak,perkotaan,tidak,5,tidak,82,ada,ya,55,7,ya,laki-laki,83,tidak layak,0
2.97,4,sastra,tidak,6799307,tidak bekerja,5,menumpang,3t,tidak,5,tidak,75,tidak,ya,62,6,tidak,perempuan,85,tidak layak,0
2.75,5,manajemen,tidak,8321602,wirausaha,2,menumpang,perkotaan,tidak,2,tidak,96,tidak,ya,88,4,tidak,laki-laki,98,tidak layak,0
2.81,3,hukum,ya,4078964,tidak bekerja,1,menumpang,perkotaan,ya,2,ya,74,ada,ya,51,4,tidak,perempuan,97,tidak layak,0
2.88,2,ekonomi,tidak,7606167,buruh,2,kontrak,perkotaan,tidak,0,tidak,79,tidak,tidak,50,7,tidak,laki-laki,91,tidak layak,0
2.7,6,hukum,tidak,5751626,pedagang,5,kontrak,perkotaan,ya,5,tidak,98,ada,tidak,99,17,tidak,laki-laki,14,tidak layak,0
3.12,2,sastra,tidak,4233985,pedagang,1,kontrak,pedesaan,tidak,4,ya,85,tidak,tidak,55,10,tidak,perempuan,76,tidak layak,0
3.01,1,ekonomi,tidak,3300108,tidak bekerja,4,menumpang,pedesaan,tidak,1,tidak,86,ada,ya,51,8,tidak,laki-laki,59,tidak layak,0
3.04,3,manajemen,tidak,7157819,karyawan swasta,6,milik sendiri,pedesaan,ya,4,ya,84,ada,ya,89,10,tidak,perempuan,59,tidak layak,0
3.6,4,pertanian,tidak,3781042,buruh,3,kontrak,perkotaan,ya,2,ya,91,ada,tidak,96,14,tidak,laki-laki,9,layak,2540147
2.51,8,kedokteran,tidak,8151242,petani,2,menumpang,pedesaan,ya,2,ya,91,tidak,tidak,56,3,tidak,perempuan,93,tidak layak,0
3.88,4,hukum,tidak,1159602,karyawan swasta,6,menumpang,pedesaan,ya,1,tidak,64,tidak,tidak,98,9,tidak,laki-laki,23,layak,2022392
3.04,8,hukum,ya,8036142,tidak bekerja,1,menumpang,pedesaan,ya,2,tidak,54,tidak,ya,81,19,tidak,laki-laki,80,tidak layak,0
3.37,7,pendidikan,ya,5990139,pegawai negeri,3,milik sendiri,perkotaan,ya,2,tidak,52,ada,tidak,94,17,tidak,laki-laki,16,tidak layak,0
3.82,7,hukum,tidak,1299541,petani,2,kontrak,3t,ya,1,ya,52,ada,ya,50,6,tidak,laki-laki,81,layak,4303998
3.58,4,pertanian,tidak,3934487,buruh,1,kontrak,perkotaan,ya,4,ya,88,ada,tidak,95,12,tidak,perempuan,100,layak,5575832
3.28,7,pertanian,tidak,5626257,petani,2,milik sendiri,perkotaan,ya,2,tidak,54,ada,tidak,56,13,tidak,perempuan,0,tidak layak,0
3.18,1,sastra,tidak,6058087,buruh,1,milik sendiri,pedesaan,tidak,3,tidak,59,tidak,ya,83,0,tidak,perempuan,12,tidak layak,0
2.57,2,pendidikan,ya,804647,wirausaha,5,kontrak,perkotaan,tidak,3,ya,96,ada,ya,71,5,tidak,perempuan,20,tidak layak,0
2.39,4,hukum,ya,9772339,petani,3,menumpang,perkotaan,ya,3,tidak,90,tidak,ya,72,8,tidak,perempuan,63,tidak layak,0
3.22,7,hukum,tidak,3829896,buruh,3,milik sendiri,perkotaan,ya,2,tidak,70,tidak,tidak,61,14,tidak,laki-laki,51,tidak layak,0
2.96,1,kedokteran,ya,7968246,pegawai negeri,5,menumpang,3t,ya,2,tidak,72,ada,tidak,57,17,tidak,perempuan,16,tidak layak,0
3.33,3,kedokteran,tidak,6010925,wirausaha,3,menumpang,perkotaan,ya,1,ya,97,tidak,tidak,78,10,tidak,laki-laki,13,tidak layak,0
2.96,4,pertanian,tidak,9698141,pedagang,1,menumpang,pedesaan,ya,3,tidak,78,tidak,tidak,99,3,tidak,perempuan,0,tidak layak,0
4.0,6,pertanian,tidak,1153906,tidak bekerja,1,kontrak,perkotaan,tidak,1,ya,63,ada,tidak,95,16,tidak,perempuan,7,tidak layak,0
2.5,1,kedokteran,tidak,7758208,wirausaha,6,milik sendiri,3t,ya,4,tidak,87,ada,ya,93,15,tidak,laki-laki,94,tidak layak,0
